order_id,order_type,trial_alias,order_status,fing_batch,ly_number,fing_material,pcn,bom_item_category,bom_item_p,bom_item_b,bom_item_l,unit,order_quantity,single_panel_qty,booklet_panel_qty,package_form,qty_planned,qty_delivered,mrp_controller,purchase_document_number,mrp_group_desc,order_start_confirm,order_start_planned,planned_end_date,planned_enddate_qa_disposition_date,order_start_days_off,order_complete_days_off,order_delivery_day_off,start_delivery_date,booklet_label,plant,planned_or_process,plant_desc,operation_number,qa_disposition_date,date_of_last_change,recipe_id,supply_type,vendor_id,vendor_name,ud_change_date,ud_code,ud_code_use_date,teco_flag,shop_order,start_day_off,first_goods_receipt_date,delivery_type,deliver_date,actual_goods_issue_date,shared_across
7E8BFE7E-71C,ZPP2,CT-1696-SCY,Created,LOT-44491067,LY7182959,MAT-78401,PCN-41751,Federal,Itself,Sense,Brother,EA,271,122,164,PK-894544,277,266,MRP-103,2714282547,G3 Pilot,North,2025-02-16,2025-03-29,2024-01-20,21,16,2025-03-20,2026-05-16,Term,US01,Finally,US01 Manufacturing,OP26,2026-04-06,2025-04-04,RC7196,Backup,V611749,"Stewart, Collins and Morrison Pharma",2024-10-25,eb-1720,2024-05-15,No,SO-309427,2024-10-09,2025-03-06,Express,2025-03-14,2025-03-04,Study Only
C8C1DDA2-376,ZDOM,CT-7484-BIH,Completed,LOT-65547337,LY6351401,MAT-74247,PCN-76053,If,Sea,Draw,Growth,EA,115,124,394,PK-811748,125,110,MRP-131,6976939943,G3 Pilot,Tax,2025-06-20,2025-07-30,2024-12-14,15,12,2024-02-26,2025-11-28,Leg,EU02,Mr,EU02 Manufacturing,OP10,2026-08-05,2025-09-22,RC2458,Primary,V111818,"Torres, Brown and Patel Pharma",2024-07-12,Jk-5916,2024-01-02,Yes,SO-533099,2025-12-14,2025-07-03,Express,2025-07-14,2025-07-06,Regional
F038C3DD-DF4,ZDOM,CT-9831-IEW,Closed,LOT-82476241,LY1870561,MAT-16078,PCN-23307,Result,Million,Middle,Assume,EA,204,185,107,PK-950089,204,204,MRP-139,2402222422,G3 Pilot,Attention,2024-11-22,2025-01-07,2026-07-29,22,20,2025-04-03,2024-05-01,Wonder,LAT04,Game,LAT04 Manufacturing,OP47,2026-03-08,2025-02-26,RC8485,Backup,V600127,"Owens, Weaver and Gonzalez Pharma",2026-05-06,dL-4484,2026-03-05,Yes,SO-612447,2026-03-12,2024-12-07,Standard,2024-12-22,2024-12-05,Regional
86905D6E-07A,ZPP1,CT-2004-PSX,Released,LOT-68153288,LY3833045,MAT-97442,PCN-83496,Sense,Treatment,Western,Year,EA,218,354,164,PK-128600,216,216,MRP-101,9032168953,G3 Pilot,Question,2025-04-12,2025-06-05,2026-05-08,2,4,2025-03-31,2026-09-03,Understand,EU02,View,EU02 Manufacturing,OP58,2025-08-24,2025-08-31,RC1646,Backup,V689044,Griffith-Chavez Pharma,2024-01-21,gJ-8668,2025-07-01,No,SO-581313,2025-01-14,2025-05-04,Standard,2025-05-17,2025-04-28,Global
974CD620-D0E,ZPP2,CT-6910-RDE,Closed,LOT-34198332,LY8214647,MAT-22108,PCN-83339,Cover,Final,Them,Arrive,EA,239,130,306,PK-239930,241,235,MRP-102,4645988244,G2 Commercial,Result,2025-10-20,2025-11-29,2024-02-08,8,22,2025-03-25,2024-12-30,Start,US01,Sense,US01 Manufacturing,OP58,2025-10-07,2025-03-17,RC9824,Backup,V952480,Kerr-Wells Pharma,2026-01-16,Tf-4706,2024-12-24,Yes,SO-357762,2026-07-16,2025-10-27,Express,2025-11-10,2025-11-01,Global
A124C449-F40,ZPP2,CT-6109-EDZ,Created,LOT-57559766,LY9139127,MAT-14039,PCN-27430,Live,Late,Yet,Speech,EA,284,331,2,PK-611784,293,279,MRP-115,5266148344,G2 Commercial,International,2025-06-19,2025-08-06,2024-04-12,20,28,2025-01-14,2026-09-24,Majority,EU02,East,EU02 Manufacturing,OP26,2024-06-18,2025-04-01,RC2357,Backup,V925805,"Martinez, Allen and Phillips Pharma",2024-09-13,dt-2581,2023-11-18,No,SO-275064,2025-05-17,2025-06-30,Express,2025-07-28,2025-07-05,Global
37B5CD9F-E09,ZPP2,CT-9771-CZL,In Progress,LOT-73505709,LY2900019,MAT-22610,PCN-52741,Science,Anyone,Upon,Late,EA,282,215,141,PK-198348,283,277,MRP-108,2453965513,G1 Clinical,Decade,2025-03-31,2025-05-24,2024-12-06,16,12,2023-12-22,2026-03-28,End,LAT04,Too,LAT04 Manufacturing,OP76,2024-05-24,2025-10-17,RC1614,Primary,V392918,"Rivers, Lowe and Johnson Pharma",2023-12-08,zW-5122,2025-07-27,Yes,SO-504991,2025-06-13,2025-04-21,Express,2025-05-10,2025-04-19,Global
99D24A00-746,ZPP1,CT-3228-ZKT,In Progress,LOT-56689918,LY7167969,MAT-30703,PCN-71585,Foot,Someone,Couple,All,EA,295,244,88,PK-283858,295,291,MRP-124,7319825723,G2 Commercial,Interesting,2025-06-05,2025-07-08,2025-09-06,7,1,2025-07-17,2025-01-28,Score,AP03,Election,AP03 Manufacturing,OP22,2024-02-26,2023-12-11,RC7854,Primary,V663804,Monroe-Lane Pharma,2024-04-25,ZU-9653,2024-05-14,No,SO-707756,2025-05-27,2025-06-19,Express,2025-06-27,2025-06-13,Regional
105D5698-13F,ZPP1,CT-8742-ECD,Created,LOT-99482219,LY6723077,MAT-47140,PCN-75801,Tv,Son,Special,Positive,EA,39,181,110,PK-100872,37,39,MRP-111,4318047249,G1 Clinical,However,2025-09-10,2025-10-21,2024-05-24,23,12,2024-12-02,2023-12-21,Event,US01,Important,US01 Manufacturing,OP48,2026-11-07,2025-04-21,RC3028,Primary,V779788,Jones-Porter Pharma,2026-08-24,MU-5102,2025-09-06,Yes,SO-715270,2024-06-27,2025-10-01,Express,2025-10-08,2025-09-26,Global
4C90F0B2-38C,ZPP2,CT-7487-KNX,Released,LOT-90900846,LY5066590,MAT-56157,PCN-48946,Contain,Article,Summer,Exist,EA,35,427,229,PK-467591,44,32,MRP-116,4108611034,G1 Clinical,Daughter,2025-01-29,2025-03-12,2026-01-24,3,23,2025-05-05,2025-08-19,Individual,EU02,Provide,EU02 Manufacturing,OP21,2025-08-12,2024-01-22,RC1349,Backup,V680279,"Davila, Hernandez and Butler Pharma",2025-12-01,qi-6708,2024-09-24,Yes,SO-450378,2025-07-22,2025-02-17,Standard,2025-02-21,2025-02-18,Global
D12FEB9C-3EF,ZPP1,CT-8872-GKR,Completed,LOT-92214561,LY8735298,MAT-66331,PCN-29912,Various,Represent,Entire,News,EA,293,93,229,PK-935453,289,293,MRP-111,9480558985,G1 Clinical,Arrive,2025-08-05,2025-08-30,2024-09-17,16,18,2025-07-15,2024-11-16,Trial,LAT04,Southern,LAT04 Manufacturing,OP21,2026-05-19,2024-02-13,RC9439,Primary,V498538,"Maxwell, Edwards and Watts Pharma",2026-05-12,hS-5840,2024-12-06,No,SO-695308,2024-10-23,2025-08-18,Express,2025-08-21,2025-08-21,Study Only
703C84BA-54F,ZPP2,CT-5806-JWO,Completed,LOT-89350866,LY6673318,MAT-81584,PCN-48068,Notice,Spend,Should,Never,EA,176,42,143,PK-826643,179,174,MRP-136,4347377304,G2 Commercial,Worry,2024-12-08,2025-01-15,2024-01-29,17,10,2026-04-30,2025-06-26,Ever,US01,Start,US01 Manufacturing,OP72,2026-02-20,2025-08-25,RC3540,Primary,V661887,"Foster, Campos and Hawkins Pharma",2025-08-21,dL-9776,2026-11-04,Yes,SO-798154,2025-01-03,2024-12-15,Standard,2025-01-08,2024-12-16,Global
6AA14615-5B4,ZPP1,CT-1816-RCG,In Progress,LOT-73297905,LY7103421,MAT-37872,PCN-17684,Ok,Skin,Bit,Relationship,EA,222,458,195,PK-101113,221,217,MRP-110,9137775645,G3 Pilot,Third,2025-05-11,2025-07-12,2024-11-23,16,2,2025-03-24,2025-12-15,Firm,AP03,Single,AP03 Manufacturing,OP14,2024-08-14,2024-06-07,RC5418,Primary,V630371,Jackson Ltd Pharma,2024-08-30,AE-7803,2026-10-28,No,SO-843213,2026-06-13,2025-05-30,Express,2025-06-24,2025-05-30,Global
79EDC353-4DF,ZPP2,CT-9781-BYC,Created,LOT-60226706,LY9832438,MAT-96156,PCN-27806,Concern,Either,Example,Big,EA,253,482,495,PK-167471,259,250,MRP-110,1281026940,G2 Commercial,Specific,2025-09-24,2025-10-18,2024-09-10,9,1,2023-11-22,2026-07-26,Why,AP03,Democratic,AP03 Manufacturing,OP71,2024-05-04,2025-07-17,RC5330,Backup,V372300,"Henry, Morales and Hale Pharma",2025-06-03,rE-3355,2026-01-26,No,SO-611521,2025-03-27,2025-10-14,Express,2025-10-09,2025-10-09,Regional
AD35DE4B-215,ZDOM,CT-6910-RDE,Completed,LOT-16824774,LY8269802,MAT-93657,PCN-35671,Upon,Republican,Especially,One,EA,240,325,406,PK-603131,238,235,MRP-109,1943864295,G1 Clinical,Writer,2025-02-08,2025-03-31,2026-04-18,23,23,2026-09-16,2026-11-04,Idea,AP03,Author,AP03 Manufacturing,OP86,2026-05-12,2024-05-16,RC2955,Primary,V697752,Palmer-Hughes Pharma,2025-05-01,nq-5625,2024-03-24,Yes,SO-849825,2024-08-16,2025-02-23,Express,2025-03-16,2025-02-24,Study Only
5BF6AB13-B1D,ZPP2,CT-9781-BYC,Closed,LOT-76547161,LY2181598,MAT-98864,PCN-53439,Strategy,Score,Between,Sometimes,EA,106,273,314,PK-169348,103,102,MRP-119,5869875123,G2 Commercial,Next,2025-10-15,2025-12-06,2025-05-24,29,10,2026-07-29,2026-11-12,While,AP03,Population,AP03 Manufacturing,OP86,2026-07-05,2026-09-19,RC5034,Primary,V878196,Martinez-Reed Pharma,2024-08-28,SA-3391,2024-11-28,No,SO-140655,2026-10-27,2025-10-30,Express,2025-11-25,2025-10-29,Regional
820B4015-B5D,ZPP2,CT-2004-PSX,Created,LOT-39007987,LY5887073,MAT-32011,PCN-56350,Impact,Keep,Then,Every,EA,29,56,35,PK-532834,35,28,MRP-134,5715063720,G2 Commercial,While,2025-09-15,2025-10-22,2025-07-31,15,8,2025-02-27,2026-09-17,Policy,EU02,Industry,EU02 Manufacturing,OP62,2026-04-11,2024-07-30,RC9941,Backup,V195917,Taylor Group Pharma,2026-01-15,Ah-7041,2026-02-17,Yes,SO-111159,2024-01-17,2025-10-01,Standard,2025-10-08,2025-10-02,Regional
CC4ACAE6-0A8,ZPP1,CT-9771-CZL,Released,LOT-16473868,LY8820038,MAT-22610,PCN-10461,In,Support,Traditional,Quality,EA,73,42,396,PK-557856,81,70,MRP-108,3593874243,G1 Clinical,Return,2024-12-24,2025-02-10,2024-08-30,9,3,2025-06-18,2026-07-26,Certainly,LAT04,Life,LAT04 Manufacturing,OP12,2025-02-20,2025-02-04,RC3485,Backup,V200569,"Sampson, Green and Conway Pharma",2026-02-08,hf-9630,2026-01-23,No,SO-996524,2025-10-25,2025-01-08,Express,2025-01-26,2025-01-07,Regional
420B1E11-8DA,ZDOM,CT-8015-GMQ,Closed,LOT-21570201,LY7159029,MAT-74459,PCN-80726,Health,Better,Use,Catch,EA,93,411,484,PK-991951,99,90,MRP-114,2478343144,G3 Pilot,Rather,2025-01-02,2025-02-21,2026-10-17,16,8,2025-01-27,2026-08-04,Child,US01,Boy,US01 Manufacturing,OP26,2026-07-03,2025-08-18,RC6238,Primary,V389764,Reed LLC Pharma,2024-01-26,Zz-5316,2024-09-02,No,SO-177227,2024-08-02,2025-01-13,Standard,2025-02-06,2025-01-19,Global
0ACC4422-7D1,ZPP2,CT-3636-AVP,Completed,LOT-27778437,LY8021426,MAT-54383,PCN-94865,Talk,Sing,Figure,Leader,EA,225,84,336,PK-864372,221,222,MRP-108,1146069696,G1 Clinical,Quickly,2025-03-25,2025-05-18,2025-11-20,22,25,2024-07-16,2025-03-23,Report,EU02,Feel,EU02 Manufacturing,OP55,2025-12-05,2024-04-14,RC2577,Primary,V448949,"Morgan, Gilbert and Jones Pharma",2023-12-03,UV-5354,2025-12-13,No,SO-143487,2025-05-23,2025-04-10,Express,2025-05-02,2025-04-08,Global
AED5210F-538,ZPP1,CT-7487-KNX,Created,LOT-25529234,LY5491604,MAT-56157,PCN-87845,Stuff,Security,Home,Create,EA,170,98,125,PK-909898,170,169,MRP-116,5452596019,G3 Pilot,Pass,2025-10-26,2025-12-22,2025-04-15,30,22,2026-08-02,2024-05-18,Its,EU02,Example,EU02 Manufacturing,OP74,2025-01-14,2025-02-02,RC2878,Backup,V323665,Fox-Anderson Pharma,2026-10-11,Ry-8922,2025-05-20,Yes,SO-384877,2026-07-02,2025-11-14,Standard,2025-12-03,2025-11-06,Regional
F2407184-2CE,ZPP1,CT-9771-CZL,Completed,LOT-16473868,LY7978609,MAT-22610,PCN-93116,Statement,Interest,Successful,Goal,EA,65,332,112,PK-736370,66,61,MRP-108,4028707076,G2 Commercial,Spend,2025-07-05,2025-08-08,2024-07-21,14,19,2024-12-27,2025-09-10,Whatever,LAT04,Table,LAT04 Manufacturing,OP55,2026-10-13,2026-08-15,RC6075,Primary,V384859,"Wilson, Martin and Little Pharma",2026-09-09,FV-6268,2026-09-05,Yes,SO-596357,2024-02-18,2025-07-12,Express,2025-07-29,2025-07-14,Global
38951FD6-B03,ZDOM,CT-3395-UCM,Completed,LOT-30151730,LY4746643,MAT-40706,PCN-85508,Important,Nice,Take,Indicate,EA,226,103,308,PK-680731,233,221,MRP-103,6927051974,G1 Clinical,Participant,2025-01-15,2025-03-03,2026-09-06,9,30,2025-07-25,2023-12-05,Admit,US01,Information,US01 Manufacturing,OP24,2025-11-29,2025-06-30,RC1987,Backup,V215234,Novak-Warren Pharma,2024-01-13,LX-5251,2026-06-22,Yes,SO-705388,2023-11-20,2025-02-05,Express,2025-02-14,2025-02-02,Regional
96B625BB-687,ZDOM,CT-6551-IBW,Completed,LOT-20749320,LY2141897,MAT-52579,PCN-44069,Assume,From,Apply,Focus,EA,154,365,362,PK-789758,160,151,MRP-109,8712907884,G2 Commercial,Individual,2025-06-20,2025-07-27,2025-12-15,3,23,2026-02-05,2026-03-22,Drive,US01,Fall,US01 Manufacturing,OP67,2025-09-21,2024-01-12,RC9122,Backup,V732221,"Simmons, Wood and Peterson Pharma",2024-11-08,sr-1052,2026-08-25,Yes,SO-708315,2024-12-17,2025-07-07,Standard,2025-07-20,2025-07-09,Study Only
